,Symbol,Name,Rank,Price,Change24h,MarketCap,Volume24h,Supply,Category
223,EVER,Everscale,224,0.056225,-6.67%,100933000.0,4228000.0,1795000000.0,Smart contract platforms
224,MC,Merit Circle,225,0.24207469,-9.28%,101912000.0,13081000.0,420994000.0,"Gaming, NFTs & Collectibles, Metaverse, DAO"
225,SNT,Status,226,0.02582254,0.98%,102221000.0,1974000.0,3959000000.0,"Privacy, Developments tools, Social, media & Content"
226,PUNDIX,Pundi X (New),227,0.38400,-0.83%,99261000.0,1952000.0,258492000.00000003,Payments
227,TRAC,OriginTrail,228,0.2452,-0.33%,93827000.0,1018000.0,382656000.0,"Data management & AI, Interoperability, Enterprise solutions, Web3, Layer 1"
228,MLK,MiL.k,229,0.32306,0.60%,97055000.0,2017999.9999999998,300423000.0,Loyalty & Rewards
229,ID,SPACE ID,230,0.26045126,-2.20%,92939000.0,19382000.0,356837000.0,Web3
230,DKA,dKargo,231,0.03054,1.84%,93427000.0,2206000.0,3059000000.0,"Data management & AI, Logistics, Web3"
231,VVS,VVS Finance,232,0.00000251000,-0.41%,92527000.0,316945.0,N/A,"Decentralized exchange, DeFi"
232,POLYX,Polymesh,233,0.12761742,-1.95%,91611000.0,2207000.0,717860000.0,Smart contract platforms
233,LQTY,Liquity,234,0.98473566,-1.48%,91452000.0,13353000.0,92870000.0,"Lending & Borrowing, DeFi"
234,API3,API3,235,1.05658537,-2.52%,91632000.0,13233000.0,86724000.0,"Data management & AI, Web3"
235,RLC,iExec RLC,236,1.23519587,0.60%,89342000.0,10668000.0,72330000.0,"Privacy, Distributed computing & Storage, NFTs & Collectibles, Marketplace, Web3"
236,STPT,STP,237,0.04670981,1.88%,90699000.0,4118000.0000000005,1942000000.0,"Developments tools, DAO"
237,NYM,NYM,238,0.1718,-1.72%,90407000.0,8837000.0,526235000.0,Privacy
238,BRISE,Bitgert,239,0.00000023000,-0.45%,90268000.0,3143000.0,N/A,Smart contract platforms
239,TEL,Telcoin,240,0.00130978,-3.24%,91791000.0,290436.0,70081000000.0,"Cryptocurrencies, Payments"
240,XNO,Nano,241,0.66594968,0.87%,88737000.0,921892.0,133247999.99999999,"Cryptocurrencies, Payments"
241,C98,Coin98,242,0.16303966,-3.15%,90215000.0,152294000.0,553333000.0,"Payments, DeFi"
242,YGG,Yield Guild Games,243,0.32969591,-3.03%,60717000.0,132257000.0,184160000.0,"Gaming, NFTs & Collectibles, Metaverse, DAO"
243,RDNT,Radiant Capital,244,0.29178878,-1.78%,86921000.0,14110000.0,297889000.0,"Lending & Borrowing, DeFi"
244,CVC,Civic,245,0.0869,0.58%,69393000.0,5874000.0,798540000.0,"Identity, Enterprise solutions, Web3"
245,MTL,Metal,246,1.29555077,-0.28%,83797000.0,7350000.0,64681000.0,"Cryptocurrencies, Payments"
246,AKT,Akash Network,247,0.7608,1.79%,86626000.0,2927000.0,113861000.0,"Distributed computing & Storage, Data management & AI, Web3"
247,MED,MediBloc,248,0.012308,-0.38%,85032000.0,2099000.0,6909000000.0,Health
248,ONG,Ontology Gas,249,0.24180088,-0.82%,N/A,4163999.9999999995,N/A,"Smart contract platforms, Identity"
249,PYR,Vulcan Forged PYR,250,3.1121330,-0.40%,84595000.0,2616000.0,27182000.0,"Gaming, NFTs & Collectibles, Marketplace"
250,NMR,Numeraire,251,13.448789,-1.05%,84374000.0,2258000.0,6274000.0,"Data management & AI, Asset management, Analytics"
251,MVL,MVL,252,0.003592750,0.71%,84400000.0,1529000.0,23492000000.0,"Loyalty & Rewards, Transport"
252,ORBS,Orbs,253,0.025974,-0.66%,83738000.0,1198000.0,3224000000.0,"Distributed computing & Storage, Enterprise solutions"
253,ALPHA,Stella,254,0.10253430,-0.01%,81719000.0,2597000.0,796989000.0,"DeFi, DAO, Fundraising"
254,ASTRAFER,Astrafer,255,0.5211,0.66%,81509000.0,27281.0,156417000.0,Gaming
255,OMG,OMG Network,256,0.57463708,-2.89%,80535000.0,25664000.0,140149000.0,"Cryptocurrencies, Scaling, Payments"
256,POWR,Powerledger,257,0.15709787,0.72%,67493000.0,2376000.0,429625000.0,"Energy, Marketplace"
257,STEEM,Steem,258,0.18361032,-0.58%,80956000.0,1594000.0,440911000.0,"Smart contract platforms, Payments, Social, media & Content, Web3"
258,DEXE,DeXe,259,2.1916,-1.31%,79993000.0,1038000.0,36500000.0,"Asset management, DeFi"
259,RAD,Radicle,260,1.6024075,-0.49%,79872000.0,4264000.0,49845000.0,"Data management & AI, Web3, DAO"
260,IQ,Everipedia,261,0.005201,-2.55%,79784000.0,3086000.0,15340000000.0,"Data management & AI, Social, media & Content, DeFi, DAO"
261,SYN,Synapse,262,0.569,-0.66%,N/A,5944000.0,N/A,Interoperability
262,SYS,Syscoin,263,0.10697248,1.08%,79951000.0,1525000.0,747395000.0,"Smart contract platforms, Scaling, Enterprise solutions"
263,DESO,Decentralized Social,264,8.84,-1.12%,78539000.0,2461000.0,8885000.0,"Smart contract platforms, Social, media & Content"
264,REQ,Request,265,0.07780234,-0.21%,59763000.0,2339000.0,768135000.0,"Payments, DeFi"
265,CHR,Chromia,266,0.11412681,-1.78%,65185000.0,3771000.0,571163000.0,"Developments tools, Scaling, Enterprise solutions"
266,BNT,Bancor,267,0.53725142,-3.59%,81320000.0,179238000.0,151362000.0,"Decentralized exchange, DeFi"
267,DENT,Dent,268,0.0007795,0.09%,74668000.0,1627000.0,95789000000.0,"Data management & AI, Marketplace"
268,NKN,NKN,269,0.10050382,0.41%,65269000.00000001,2670000.0,649417000.0,"Distributed computing & Storage, Internet of things, Web3"
269,PROM,Prom,270,4.1625276,-0.66%,75966000.0,1713000.0,18250000.0,"NFTs & Collectibles, Marketplace"
270,HFT,Hashflow,271,0.36586454,0.30%,75627000.0,11574000.0,206709000.0,"Decentralized exchange, Interoperability, DeFi"
271,LINA,Linear Finance,272,0.01357339,-3.00%,74813000.0,16064000.0,5512000000.0,"Decentralized exchange, Derivatives, DeFi, DAO"
272,OXT,Orchid,273,0.07718466,15.99%,45727000.0,76986000.0,592430000.0,"Data management & AI, Web3"
273,EWT,Energy Web Token,274,2.501,-0.16%,75185000.0,727492.0,30062000.0,"Enterprise solutions, Energy"
274,RIF,RSK Infrastructure Framework,275,0.07627104,-2.64%,74239000.0,1207000.0,973360000.0,"Distributed computing & Storage, Payments, Web3"
275,WNXM,Wrapped NXM,276,31.0583,-0.47%,73700000.0,2536000.0,2373000.0,"Wrapped Tokens, Insurance, DAO"
276,ARDR,Ardor,277,0.07378383,-0.28%,73710000.0,1670000.0,998999000.0,"Smart contract platforms, Scaling, Enterprise solutions"
277,ABBC,ABBC Coin,278,0.050717,-1.58%,72097000.0,11031000.0,1422000000.0,Payments
278,MAV,Maverick Protocol,279,0.28557912,-6.12%,71395000.0,10213000.0,250000000.0,"Scaling, DeFi"
279,XVG,Verge,280,0.00436783,4.65%,72160000.0,8824000.0,16521000000.0,"Privacy, Cryptocurrencies"
280,VTHO,VeThor Token,281,0.0010719,-0.06%,70409000.0,721087.0,65686000000.00001,Smart contract platforms
281,STRAX,Stratis,282,0.46319157,-1.28%,70413000.0,612305.0,152018000.0,"Smart contract platforms, Enterprise solutions, DAO"
282,WILD,Wilder World,283,0.2825,0.00%,71514000.0,418383.0,253148000.0,"Gaming, NFTs & Collectibles, Metaverse"
283,ERG,Ergo,284,1.1974,0.51%,70214000.0,243402.0,58638000.0,"Smart contract platforms, Analytics, Layer 1"
284,METIS,MetisDAO,285,15.98,-2.02%,69546000.0,1467000.0,4352000.0,Scaling
285,POND,Marlin,286,0.00856493,1.14%,69268000.0,2204000.0,8087000000.0,"Smart contract platforms, Distributed computing & Storage, Scaling, DeFi, Web3"
286,GTC,Gitcoin,287,1.0727022,0.87%,67924000.0,12094000.0,63320000.0,"Web3, DAO"
287,XVS,Venus,288,4.40050092,-0.70%,68010000.0,2264000.0,15455000.0,"Lending & Borrowing, DeFi"
288,SCRT,Secret,289,0.32163721,-3.25%,67888000.0,1444000.0,211069000.0,"Privacy, Smart contract platforms, Layer 1"
289,ARPA,ARPA Chain,290,0.05414368,0.90%,53176000.0,29583000.0,982132000.0,"Privacy, Distributed computing & Storage"
290,SLP,Smooth Love Potion,291,0.00161,1.88%,67119000.0,6233000.0,41689000000.0,"Gaming, NFTs & Collectibles, Metaverse"
291,SDEX,SmarDex,292,0.010461,0.13%,66666000.0,2221000.0,6373000000.0,"Decentralized exchange, DeFi"
292,PEOPLE,ConstitutionDAO,293,0.01307296,1.11%,66150999.99999999,5652000.0,5060000000.0,Fundraising
293,STMX,StormX,294,0.006505,-3.14%,71500000.0,27518000.0,10992000000.0,"Social, media & Content, Loyalty & Rewards"
294,BNX,BinaryX,295,0.24149611,-0.59%,64537000.00000001,1276000.0,267237000.00000003,"Gaming, NFTs & Collectibles, Metaverse, Marketplace, Web3"
295,WIN,WINkLink,296,0.00006680,-0.49%,64244000.0,17307000.0,961737000000.0,"Oracles, Data management & AI"
296,COL,Clash of Lilliput,297,0.77192,-0.65%,63355000.0,55634.0,82074000.0,"Gaming, NFTs & Collectibles"
297,ALI,Alethea Artificial Liquid Intelligence Token,298,0.017599,4.10%,63148000.0,240516.0,3588000000.0,"Data management & AI, Identity, NFTs & Collectibles, Interoperability, Enterprise solutions, Social, media & Content, Marketing, Metaverse, Education, Web3"
298,ARKM,Arkham,299,0.41904693,-0.29%,62857000.0,29625000.0,150000000.0,"Analytics, Marketplace"
299,MDX,Mdex,300,0.06614838,-2.12%,62857000.0,3516000.0,950247000.0,"Decentralized exchange, DeFi"
300,XPLA,Xpla,301,0.26732,-2.04%,62536000.0,14207000.0,233937000.0,"Developments tools, Web3"
301,FX,Function X,302,0.15057,-3.05%,61511000.0,876852.0,408520000.0,Interoperability
302,UOS,Ultra,303,0.17918,-3.10%,48155000.0,910259.0,268754000.0,"Gaming, NFTs & Collectibles, Metaverse"
303,BFC,Bifrost,304,0.04378,-3.23%,60707000.0,572218.0,1387000000.0,"Interoperability, Payments"
304,QKC,QuarkChain,305,0.00945957,-0.55%,65016999.99999999,1261000.0,6873000000.0,Smart contract platforms
305,DNX,Dynex,306,1.0095,-16.05%,59124000.0,5303000.0,58568000.0,Privacy
306,XCAD,XCAD Network,307,1.405181,-1.16%,60452000.0,1852000.0,43021000.0,"NFTs & Collectibles, Social, media & Content, Marketplace"
307,WMT,World Mobile Token,308,0.13772,-4.09%,59391000.0,400784.0,431242000.0,"Payments, Marketplace"
308,REN,Ren,309,0.06007870,-0.44%,59964000.0,5817000.0,998084000.0,"Interoperability, DeFi"
309,CQT,Covalent,310,0.0984,0.84%,59819000.0,344342.0,607920000.0,"Data management & AI, Enterprise solutions"
310,MBOX,MOBOX,311,0.28502996,-1.35%,58993000.0,3428000.0,206970000.0,"Gaming, NFTs & Collectibles, DeFi, Metaverse"
311,COTI,COTI,312,0.04774721,-2.85%,58216000.0,2517000.0,1219000000.0,"Developments tools, Enterprise solutions, Payments"
312,RFR,Refereum,313,0.011648,-3.30%,57098000.0,17422000.0,4902000000.0,"Gaming, Social, media & Content"
313,BETA,Beta Finance,314,0.08192247,-4.26%,57966000.0,2845000.0,707576000.0,Lending & Borrowing
314,SN,SpaceN,315,1.444175,217.60%,57781000.0,53618.0,40010000.0,"NFTs & Collectibles, Asset management"
315,LOOM,Loom Network,316,0.04641127,-0.41%,N/A,2550000.0,N/A,"Scaling, Enterprise solutions"
316,PHA,Phala Network,317,0.09371452,-0.15%,55626000.0,3760000.0,593571000.0,"Privacy, Smart contract platforms, Distributed computing & Storage, Oracles, Interoperability, Scaling, Web3, Layer 1"
317,LEASH,Doge Killer,318,521.5238,-3.50%,56061000.0,1024999.9999999999,107495.0,Memes
318,XSGD,XSGD,319,0.74230785,0.10%,55004000.0,184072.0,74099000.0,"Stablecoins, Asset-backed Stablecoins"
319,CORE,cVault.finance,320,5503.67,3.77%,N/A,8692.0,N/A,"DeFi, DAO"
320,EUROC,Euro Coin,321,1.09915467,0.36%,54409000.0,1835000.0,49501000.0,"Stablecoins, Asset-backed Stablecoins"
321,CCD,Concordium,322,0.007963,-0.59%,54440000.0,467855.0,6837000000.0,"Developments tools, Enterprise solutions, Layer 1"
322,DERO,Dero,323,3.93710,-4.37%,54264000.0,149827.0,13783000.0,"Privacy, Smart contract platforms"
323,FUN,FUNToken,324,0.0048824,-1.56%,N/A,896454.0,N/A,"Gaming, Payments, Marketplace"
324,SOLO,Sologenic,325,0.13389,0.31%,53549000.0,495243.0,399948000.0,"Asset-backed Tokens, Asset management, Payments"
325,RSS3,RSS3,326,0.12804,4.41%,53911000.0,13123000.0,421047000.0,"Social, media & Content, Web3"
326,MOON,r/CryptoCurrency Moons,327,0.4770,N/A,50932000.0,1707000.0,106776000.0,N/A
327,HIGH,Highstreet,328,1.28248601,3.09%,52170000.0,15726000.0,40679000.0,"Metaverse, Marketplace"
328,MBL,MovieBloc,329,0.003201,-0.81%,52792000.0,2152000.0,16492000000.0,"Social, media & Content"
329,OGN,Origin Protocol,330,0.09414220,-1.83%,47339000.0,8871000.0,502841000.0,"NFTs & Collectibles, DeFi"
330,SUN,Sun (New),331,0.00544007,0.14%,52027000.0,21301000.0,9564000000.0,"Payments, DeFi"
331,DODO,DODO,332,0.11767204,-9.16%,56531000.0,101229000.0,480415000.0,"Decentralized exchange, DeFi"
332,CTK,Shentu,333,0.55455742,0.18%,51629000.0,2112000.0,93099000.0,"Smart contract platforms, Interoperability, Cybersecurity"
333,SPELL,Spell Token,334,0.00047204,0.40%,56109000.0,9043000.0,118865000000.0,"Lending & Borrowing, DeFi"
334,MNW,Morpheus.Network,335,1.0745,0.08%,50695000.0,168502.0,47180000.0,"Enterprise solutions, Payments, Logistics"
335,GHST,Aavegotchi,336,0.9498,1.00%,48644000.0,2155000.0,51215000.0,"Gaming, NFTs & Collectibles, DAO"
336,ARK,Ark,337,0.2796,-1.13%,48879000.0,2185000.0,174819000.0,"Developments tools, Interoperability"
337,MBX,MARBLEX,338,0.8152,1.41%,48914000.0,789323.0,60003000.0,Gaming
338,CRE,Carry,339,0.004956,-0.56%,43439000.0,37896000.0,8765000000.0,"Cryptocurrencies, Loyalty & Rewards"
339,CTC,Creditcoin,340,0.19793600,-0.69%,48388000.0,20726000.0,244464000.0,Lending & Borrowing
340,DUSK,Dusk Network,341,0.11322407,-7.00%,48390000.0,6118000.0,427381000.0,"Privacy, Smart contract platforms"
341,DAG,Constellation,342,0.038070,0.05%,109730000.0,277848.0,2882000000.0,"Smart contract platforms, Interoperability"
342,LOOKS,LooksRare,343,0.05338,-2.02%,29075000.0,1401000.0,544672000.0,"NFTs & Collectibles, Marketplace"
343,VRA,Verasity,344,0.00466933,0.38%,48104000.0,6078000.0,10302000000.0,"Gaming, Data management & AI, NFTs & Collectibles, Social, media & Content"
344,AURA,Aura Finance,345,1.2668,4.50%,47960000.0,162218.0,37859000.0,Wrapped Tokens
345,DUST,DUST Protocol,346,2.4759,2.47%,47399000.0,1567000.0,19144000.0,NFTs & Collectibles
346,HOOK,Hooked Protocol,347,0.94741819,-2.63%,47371000.0,6785000.0,50000000.0,"Gaming, Education"
347,VEGA,Vega Protocol,348,0.8953,4.92%,47310000.0,349825.0,52843000.0,"Derivatives, DeFi"
348,RAY,Raydium,349,0.21156310,-1.23%,47121000.0,1821000.0,222729000.0,"Decentralized exchange, DeFi"
349,XYO,XYO,350,0.00347,-3.61%,48552000.0,454834.0,13992000000.0,"Oracles, Web3"
350,ALICE,MyNeighborAlice,351,0.90725204,-0.85%,70555000.0,10999000.0,77767000.0,"Gaming, NFTs & Collectibles, Metaverse"
351,ALEX,ALEX Lab,352,0.077047,-9.51%,46728000.0,300022.0,606490000.0,N/A
352,CBK,Cobak Token,353,0.61132,-0.85%,46734000.0,1721000.0,76448000.0,"Payments, Social, media & Content"
353,AERGO,Aergo,354,0.10624396,-1.44%,46516000.0,1327000.0,437820000.0,"Smart contract platforms, Enterprise solutions"
354,SSX,SOMESING,355,0.016411,0.51%,46370000.0,699023.0,2826000000.0,"Social, media & Content"
355,META,Metadium,356,0.02692,-1.64%,45424000.0,3180000.0,1687000000.0,Identity
356,LOCUS,Locus Chain,357,0.02175,-6.77%,45263000.0,177033.0,2081000000.0,"Scaling, Payments"
357,WRX,WazirX,358,0.1176,-3.05%,44906000.0,1008999.9999999999,381857000.0,Centralized exchange
358,ATOR,ATOR Protocol,359,0.5759,-2.07%,42793000.0,763721.0,74307000.0,"Interoperability, Scaling"
359,VGX,Voyager Token,360,0.1629,-1.21%,47473000.0,5046000.0,291425000.0,"Asset management, Payments"
360,BTM,Bytom,361,0.024931,0.09%,44777000.0,501164.0,1796000000.0,"Smart contract platforms, Payments"
361,TLM,Alien Worlds,363,0.01213204,4.86%,44192000.0,48307000.0,3643000000.0,"Gaming, NFTs & Collectibles, Metaverse, DAO"
362,FORTH,Ampleforth Governance Token,364,2.9448409,-1.42%,70362000.0,7484000.0,23893000.0,"Cryptocurrencies, DAO"
363,NXRA,AllianceBlock Nexera,365,0.062694,-2.35%,44425000.0,325541.0,708594000.0,Asset-backed Tokens
364,OAS,Oasys,366,0.050924,-1.46%,44321000.0,1485000.0,870344000.0,"Gaming, Scaling"
365,ACA,Acala Token,367,0.05652565,-1.53%,43603000.0,2309000.0,771392000.0,DeFi
366,SWEAT,Sweat Economy,368,0.00652533,-0.98%,42900000.0,1103000.0,6574000000.0,"NFTs & Collectibles, Move to earn, Web3"
367,COMBO,COMBO,369,0.61655,-2.62%,43807000.0,3151000.0,71052000.0,"Gaming, NFTs & Collectibles, Social, media & Content"
368,AGLD,Adventure Gold,370,0.61814597,-1.18%,47819000.0,10534000.0,77359000.0,"Gaming, NFTs & Collectibles"
369,STRK,Strike,371,11.30783664,-0.37%,43468000.0,1085000.0,3844000.0,"Lending & Borrowing, DeFi"
370,DAR,Mines of Dalarnia,372,0.10764354,-0.32%,42945000.0,5403000.0,398954000.0,"Gaming, NFTs & Collectibles, Metaverse"
371,CUSD,Celo Dollar,373,0.99720080,-0.08%,42775000.0,164987.0,42895000.0,"Stablecoins, Algorithmic Stablecoins, DeFi"
372,BADGER,Badger DAO,374,2.1366546,-1.91%,42106000.0,3110000.0,19707000.0,"Decentralized exchange, DeFi, DAO"
373,TKO,Toko Token,375,0.25900587,5.44%,41676000.0,13504000.0,160906000.0,"Smart contract platforms, Centralized exchange"
374,MLN,Enzyme,376,18.053,1.52%,26238000.0,1328000.0,1453000.0,"Asset management, DeFi"
375,ORC,Orbit Chain,377,0.06537,0.83%,41965000.0,167559.0,641962000.0,"Interoperability, Scaling"
376,FCT2,FirmaChain,378,0.057759600,0.36%,41340000.0,3507000.0,715733000.0,Data management & AI
377,TT,ThunderCore,379,0.003991,1.32%,41280000.0,3121000.0,10343000000.0,Smart contract platforms
378,XPRT,Persistence,380,0.23382828,0.12%,41110000.0,377623.0,175812000.0,"Derivatives, DeFi"
379,ARRR,Pirate Chain,381,0.20887,-0.40%,40983000.0,34637.0,196214000.0,"Privacy, Cryptocurrencies"
380,BTRST,Braintrust,382,0.272,0.37%,N/A,259445.0,N/A,"Marketplace, Web3, Jobs"
381,MTRG,Meter Governance,383,1.86234999,2.26%,40088000.0,137798.0,21526000.0,"Interoperability, DeFi"
382,EURT,Tether EURt,384,1.0958,-0.14%,39873000.0,1426000.0,36387000.0,"Stablecoins, Asset-backed Stablecoins"
383,LCX,LCX,385,0.0512,13.47%,39567000.0,1387000.0,772794000.0,"Centralized exchange, DeFi"
384,MOVR,Moonriver,386,5.2634129,2.61%,39363000.0,4813000.0,7479000.0,"Smart contract platforms, Interoperability"
385,WXT,Wirex Token,387,0.004011,0.75%,40110000.0,115214.0,10000000000.0,"Asset management, Payments"
386,WAN,Wanchain,388,0.20014266,-0.99%,39391000.0,905055.0,196816000.0,"Interoperability, DeFi"
387,MCB,MCDEX Token,389,10.302,0.34%,39191000.0,80732.0,3804000.0,"Decentralized exchange, Derivatives, DeFi"
388,SUSD,sUSD,390,0.9960,0.02%,39271000.0,2666000.0,39429000.0,"Stablecoins, Algorithmic Stablecoins, DeFi"
389,BEL,Bella Protocol,391,0.65125461,-0.84%,38733000.0,2588000.0,59475000.0,DeFi
390,GODS,Gods Unchained,392,0.16429,0.68%,N/A,970674.0,N/A,"Gaming, NFTs & Collectibles"
391,CEEK,CEEK VR,393,0.04747,-2.18%,39452000.0,4598000.0,831095000.0,"NFTs & Collectibles, Social, media & Content, Metaverse"
392,RACA,RadioCaca,394,0.00011235,-2.47%,37836000.0,2487000.0,336765000000.0,"Gaming, NFTs & Collectibles, Metaverse, Marketplace"
393,CEL,Celsius,395,0.15668327,3.66%,66336000.0,1048000.0,423375000.0,Lending & Borrowing
394,TRU,TrueFi,396,0.03523924,-3.10%,37522000.0,5570000.0,1065000000.0,"Lending & Borrowing, DeFi"
395,UQC,Uquid Coin,397,3.72048229,1.16%,37203000.0,214110.0,10000000.0,"Payments, DeFi, E-commerce"
396,SUPER,SuperVerse,398,0.09085489,-0.17%,36950000.0,1611000.0,406695000.0,"Gaming, NFTs & Collectibles"
397,SFUND,Seedify.fund,399,0.71584,-1.50%,36459000.0,2808000.0,50932000.0,Gaming
398,TARA,Taraxa,400,0.0114382,19.06%,33713000.0,12478000.0,2947000000.0,N/A
399,AKRO,Akropolis,401,0.0084205,16.10%,840389.0,31449000.0,99803000.0,"Lending & Borrowing, DeFi, DAO"
400,ETN,Electroneum,402,0.0019945,-3.05%,35930000.0,799813.0,18015000000.0,"Cryptocurrencies, Payments"
401,REEF,Reef,403,0.0015315,-1.09%,34951000.0,6493000.0,22821000000.0,"Smart contract platforms, DeFi"
402,IDEX,IDEX,404,0.05202003,-0.79%,39455000.0,3359000.0,758449000.0,"Decentralized exchange, DeFi"
403,SDAO,SingularityDAO,405,0.4121,-1.46%,34094000.0,980419.0,82733000.0,"Data management & AI, DeFi, DAO"
404,UPP,Sentinel Protocol,406,0.070267,2.59%,22833000.0,34269000.0,324953000.0,"Data management & AI, Enterprise solutions, Loyalty & Rewards, Cybersecurity"
405,PRO,Propy,407,0.3377,-1.17%,19593000.0,407516.0,58020000.0,"Payments, Real estate"
406,PERP,Perpetual Protocol,408,0.51467837,-1.68%,37450000.0,4970000.0,72764000.0,"Decentralized exchange, Derivatives, DeFi"
407,GMT,Gomining,409,0.12233,-1.06%,33576000.0,1742000.0,274473000.0,Asset-backed Tokens
408,MOC,Moss Coin,410,0.087170,0.45%,33468000.000000004,888028.0,383935000.0,"NFTs & Collectibles, Metaverse"
409,FEI,Fei USD,411,0.95489,-0.04%,33252000.000000004,69792.0,34822000.0,"Stablecoins, Algorithmic Stablecoins, DeFi"
410,RARE,SuperRare,412,0.07239657,-1.64%,44661000.0,697602.0,616898000.0,"NFTs & Collectibles, Marketplace, DAO"
411,NAKA,Nakamoto Games,413,0.47329,-4.60%,34248000.0,1378000.0,72361000.0,"Gaming, NFTs & Collectibles, Metaverse"
412,UTK,Utrust,414,0.06678472,-0.82%,31368000.0,1969000.0,469688000.0,Payments
413,ATA,Automata Network,415,0.08228708,-1.97%,33009000.0,2055000.0000000002,401140000.0,"Identity, Web3"
414,FLM,Flamingo,416,0.06592587,-0.68%,33095999.999999996,1412000.0,502026000.0,"DeFi, DAO"
415,FORT,Forta,417,0.1300,-1.52%,32487000.000000004,149297.0,249899000.0,"Data management & AI, Cybersecurity"
416,EFI,Efinity Token,418,0.04984,-1.33%,32424999.999999996,619736.0,650585000.0,"NFTs & Collectibles, Metaverse"
417,RLY,Rally,419,0.006493,-2.67%,32411000.0,287007.0,4992000000.0,"Social, media & Content, DeFi"
418,ROUTE,Router Protocol,420,2.5935,-2.08%,32182000.000000004,1219000.0,12409000.0,Interoperability
419,AUCTION,Bounce Finance Governance Token,421,4.9961184,-3.49%,32475000.0,5244000.0,6500000.0,"DeFi, Metaverse, Marketplace"
420,AMPL,Ampleforth,422,1.092038,-2.38%,10388000.0,221970.0,9513000.0,"Stablecoins, Algorithmic Stablecoins, DeFi"
421,CHNG,Chainge,423,0.08033,-1.56%,32119999.999999996,176703.0,399854000.0,"Asset management, DeFi"
422,SAITAMA,Saitama,424,0.00071159,-3.37%,31589000.0,583750.0,44393000000.0,"Payments, DeFi"
423,TPT,TokenPocket,425,0.0091056,-0.93%,31564000.0,94672.0,3466000000.0,Payments
424,BSW,Biswap,426,0.08420263,-1.81%,31410000.0,3006000.0,373024000.0,"Decentralized exchange, NFTs & Collectibles, DeFi"
425,KMD,Komodo,427,0.22902583,-1.18%,31137000.0,187548.0,135954000.0,"Interoperability, Enterprise solutions"
426,LAT,PlatON,428,0.007600,-3.86%,30998000.0,852920.0,4078999999.9999995,"Distributed computing & Storage, Data management & AI"
427,ZBC,Zebec Protocol,429,0.00952587,7.14%,31030000.0,9899000.0,3257000000.0,Payments
428,IRIS,IRISnet,430,0.02037383,-2.23%,31348000.0,335115.0,1539000000.0,Interoperability
429,VTS,Veritise,431,0.13697,-2.86%,30689000.0,299565.0,224055000.0,Identity
430,AHT,AhaToken,432,0.007731600,-1.01%,30281000.0,2958000.0,3916000000.0,"Social, media & Content, Web3"
431,AVA,Travala.com,433,0.57390537,-0.06%,30024000.0,775755.0,52315000.0,"Payments, Marketplace, Tourism, Hospitality"
432,POLS,Polkastarter,434,0.30012022,-2.85%,29778000.0,1364000.0,99221000.0,DeFi
433,HIFI,Hifi Finance (New),435,0.31536,-0.95%,29963000.0,1253000.0,95013000.0,"Lending & Borrowing, DeFi"
434,BTS,BitShares,436,0.010014,1.57%,29992000.0,1056000.0,2995000000.0,"Smart contract platforms, Decentralized exchange, DeFi"
435,CTXC,Cortex,437,0.13770808,-1.58%,29532000.0,2441000.0,214456000.0,"Smart contract platforms, Internet of things, Data management & AI"
436,MDT,Measurable Data Token,438,0.04355223,-2.71%,26382000.0,4033000.0000000005,605762000.0,"Data management & AI, Marketplace"
437,CWEB,Coinweb,439,0.017493,-1.36%,29650000.0,207374.0,1695000000.0,"Developments tools, Interoperability"
438,FRA,Findora,440,0.0032496,14.75%,28765000.0,793535.0,8852000000.0,"Privacy, Smart contract platforms, Developments tools"
439,MONA,MonaCoin,441,0.44249356,-1.88%,29085000.0,101380.0,65730000.00000001,"Memes, Cryptocurrencies, Payments"
440,ERN,Ethernity,442,1.56,-0.64%,29192000.0,1465000.0,18713000.0,"Gaming, NFTs & Collectibles, Metaverse"
441,TVK,Virtua,443,0.02505589,-1.00%,28910000.0,3817000.0,1154000000.0,"NFTs & Collectibles, Metaverse"
442,GRS,Groestlcoin,444,0.34663947,-0.68%,28821000.0,744009.0,83144000.0,Cryptocurrencies
443,ALU,Altura,445,0.040004,-2.71%,28793000.0,502138.0,719755000.0,"Gaming, NFTs & Collectibles, Metaverse, Marketplace"
444,ADS,Adshares,446,0.733333200,-2.23%,28418000.0,438393.0,38752000.0,"Marketing, Metaverse"
445,BAR,FC Barcelona Fan Token,447,2.74506337,0.46%,28685000.0,1546000.0,10450000.0,"Sports, Fan Tokens"
446,YFII,DFI.Money,448,742.2253,-0.40%,29466000.0,8396000.0,39700.0,"DeFi, DAO"
447,ASD,ASD,449,0.04327,-4.86%,28585000.0,4237000.0,660615000.0,Centralized exchange
448,SBD,Steem Dollars,450,2.30432,0.11%,28462000.0,1510000.0,12352000.0,"Stablecoins, Social, media & Content"
449,ELA,Elastos,451,1.405,3.23%,28587000.0,502500.0,20347000.0,"Smart contract platforms, Web3"
450,0X0,0x0.ai: AI Smart Contract,452,0.03258,1.84%,28298000.0,802035.0,868563000.0,"Privacy, Data management & AI"
451,KEY,SelfKey,453,0.005229,-1.82%,31354000.0,5216000.0,5996000000.0,"Data management & AI, Identity, Enterprise solutions"
452,GEL,Gelato,454,0.2546,-0.39%,55921000.0,68691.0,219642000.0,"Smart contract platforms, Developments tools, DeFi"
