,Symbol,Company,Price,Change%1D,Change1D,Volume1D,Volume*Price1D,MarketCap,MarketCapPerformance%1Y,PriceEarningRatio,EarningPerShare(TTM),Employees(FY),Sector
502,DC.A,DUNDEE CORPORATION,1.40,1.45%,0.02,11701.0,16381.0,121554000.0,3.79%,N/A,,N/A,Finance
503,DCBO,DOCEBO INC,47.49,-0.02%,-0.01,100487.0,4772000.0,1568000000.0,7.04%,81.05,0.60,N/A,Technology Services
504,DCM,DATA COMMUNICATIONS MANAGEMENT CORP,3.39,-1.45%,-0.05,142998.0,484763.0,156777000.0,204.11%,20.57,0.18,N/A,Commercial Services
505,DCMC,DORE COPPER MINING CORP,0.185,2.78%,0.005,82500.0,15263.0,15721000.0,-29.69%,N/A,-0.25,N/A,Non-Energy Minerals
506,DCNN,DIGICANN VENTURES INC.,0.070,16.67%,0.010,27526.0,1927.0,383853.0,-38.28%,N/A,-13.77,N/A,Process Industries
507,DE,DECISIVE DIVID CORP,8.72,-2.02%,-0.18,21592.0,188282.0,155320000.0,186.31%,22.73,0.41,N/A,Producer Manufacturing
508,DEAL,PLAYGON GAMES INC,0.055,10.00%,0.005,192000.0,10560.0,12667000.0,-23.08%,N/A,-0.07,N/A,Technology Services
509,DEC,DECADE RESOURCES LTD,0.190,72.73%,0.080,9276000.0,1762000.0,7264000.0,21.17%,N/A,-0.01,N/A,Non-Energy Minerals
510,DEEP,DEEPROCK MINERALS INC.,0.015,-25.00%,-0.005,2780.0,N/A,1787000.0,-33.81%,N/A,-0.03,N/A,Non-Energy Minerals
511,DEF,DEFIANCE SILVER CORP,0.145,0.00%,0.000,61481.0,8915.0,33205000.0,-59.97%,N/A,-0.01,N/A,Non-Energy Minerals
512,DEFI,DEFI TECHNOLOGIES INC.,0.130,-3.70%,-0.005,228514.0,29707.0,29634000.0,N/A,N/A,-0.22,N/A,Non-Energy Minerals
513,DEFN,DEFENSE METALS CORP,0.205,-4.65%,-0.010,196121.0,40205.0,54993000.0,50.01%,N/A,-0.01,N/A,Non-Energy Minerals
514,DELT,DELTA CLEANTECH INC.,0.030,20.00%,0.005,27000.0,N/A,1596000.0,-69.71%,N/A,-0.04,N/A,Producer Manufacturing
515,DELX,DELPHX CAPITAL MARKETS INC,0.090,12.50%,0.010,249500.0,22455.0,11121000.0,-43.49%,N/A,-0.03,N/A,Finance
516,DESG,DEVVSTREAM HOLDINGS INC.,0.97,0.00%,0.00,40012.0,38812.0,71537000.0,N/A,N/A,,N/A,Finance
517,DEX,ALMADEX MINERALS LTD.,0.260,4.00%,0.010,1069.0,N/A,15176000.0,-3.70%,7.16,0.04,N/A,Non-Energy Minerals
518,DFY,DEFINITY FINL CORP,36.34,0.78%,0.28,75329.0,2737000.0,4179000000.0000005,-7.06%,11.93,3.10,3555.0,Finance
519,DG,DIXIE GOLD INC,0.060,0.00%,0.000,N/A,N/A,1544000.0,-27.71%,N/A,-0.01,N/A,Non-Energy Minerals
520,DGHI,DIGIHOST TECHNOLOGY INC,2.05,-5.53%,-0.12,15273.0,31310.0,62323000.0,57.48%,N/A,-0.82,N/A,Technology Services
521,DGO,DURANGO RESOURCES INC,0.035,0.00%,0.000,163000.0,5705.0,3297000.0,-48.93%,N/A,-0.03,N/A,Non-Energy Minerals
522,DGTL,DGTL HOLDINGS INC,0.015,0.00%,0.000,29000.0,N/A,863541.0,-80.80%,N/A,-0.09,N/A,Finance
523,DHB,DELIVRA HEALTH BRANDS INC,0.020,33.33%,0.005,26002.0,N/A,3789000.0,-50.00%,N/A,-0.01,N/A,Process Industries
524,DHR,DISCOVERY HARBOUR RES CORP,0.050,0.00%,0.000,1000.0,N/A,478467.0,-49.37%,N/A,-0.27,N/A,Non-Energy Minerals
525,DHT.U,DRI HEALTHCARE TRUST,9.40,0.00%,0.00,N/A,N/A,464423000.0,31.79%,85.72,0.15,N/A,Miscellaneous
526,DIAM,STAR DIAMOND CORPORATION,0.095,-9.52%,-0.010,2250.0,N/A,49980000.0,-12.11%,N/A,-0.14,N/A,Non-Energy Minerals
527,DII.A,DOREL INDUSTRIES,6.08,0.00%,0.00,N/A,N/A,187893000.0,-11.35%,N/A,-5.31,N/A,Consumer Durables
528,DIV,DIVERSIFIED RTY CORP,2.87,-0.35%,-0.01,361269.0,1036999.9999999999,411867000.0,19.17%,22.91,0.13,N/A,Commercial Services
529,DKL,DECKLAR RESOURCES INC,0.130,4.00%,0.005,251270.0,32665.0,13749000.0,-62.31%,N/A,-0.12,N/A,Non-Energy Minerals
530,DLCG,DOMINION LENDING CENTRES INC,2.35,0.00%,0.00,N/A,1880.0,113504000.0,-14.11%,10.68,0.22,N/A,Finance
531,DLP,DLP RESOURCES INC,0.61,5.17%,0.03,122103.0,74483.0,42518000.0,303.29%,N/A,,N/A,Non-Energy Minerals
532,DLTA,DELTA RESOURCES LIMITED,0.280,1.82%,0.005,59000.0,16520.0,21365000.0,621.90%,N/A,-0.07,N/A,Non-Energy Minerals
533,DM,DATAMETREX AI LIMITED,0.065,-7.14%,-0.005,59135.0,3844.0,28369000.0,-35.05%,N/A,-0.05,N/A,Health Technology
534,DME,DESERT MOUNTAIN ENERGY CORP,0.420,-5.62%,-0.025,132949.0,55839.0,40165000.0,-80.11%,N/A,-0.10,N/A,Energy Minerals
535,DMED,DIAGNAMED HOLDINGS CORP.,0.040,0.00%,0.000,316569.0,12663.0,3136000.0,N/A,N/A,-0.02,N/A,Health Technology
536,DMGI,DMG BLOCKCHAIN SOLUTIONS INC,0.455,1.11%,0.005,180465.0,82112.0,75457000.0,18.72%,N/A,-0.20,N/A,Technology Services
537,DMI,DIAMCOR MINING INC,0.120,9.09%,0.010,10500.0,1260.0,14135000.0,-38.17%,N/A,-0.01,N/A,Non-Energy Minerals
538,DML,DENISON MINES CORPORATION,1.79,1.70%,0.03,989462.0,1771000.0,1469000000.0,18.20%,N/A,-0.04,N/A,Non-Energy Minerals
539,DMT,SMALL PHARMA INC,0.070,-6.67%,-0.005,27200.0,1904.0,24117000.0,-42.48%,N/A,-0.07,N/A,Retail Trade
540,DMX,DISTRICT METALS CORP,0.165,0.00%,0.000,262275.0,43275.0,17652000.0,62.35%,N/A,-0.02,N/A,Non-Energy Minerals
541,DN,DELTA 9 CANNABIS INC,0.060,0.00%,0.000,481081.0,28865.0,7645000.0,-61.60%,N/A,-0.18,N/A,Distribution Services
542,DND,DYE & DURHAM LTD,19.78,2.65%,0.51,108175.0,2140000.0,1071000000.0,-11.75%,N/A,-1.36,N/A,Technology Services
543,DNG,DYNACOR GROUP INC,3.00,-0.66%,-0.02,18790.0,56370.0,116053000.0,-4.93%,7.75,0.39,N/A,Non-Energy Minerals
544,DNTL,DENTALCORP HLDGS LTD,7.43,-0.13%,-0.01,153432.0,1140000.0,1393000000.0,-26.76%,N/A,-0.26,N/A,Health Services
545,DOC,CLOUDMD SOFTWARE & SERVICES INC,0.135,-3.57%,-0.005,56630.0,7645.0,42236000.0,-67.67%,N/A,-0.54,N/A,Health Services
546,DOL,DOLLARAMA INC,85.54,0.00%,0.00,622531.0,53251000.0,24414000000.0,9.44%,29.54,2.91,25000.0,Retail Trade
547,DOO,BRP INC,116.02,-1.24%,-1.46,175517.0,20363000.0,9170000000.0,22.53%,10.40,11.38,23000.0,Producer Manufacturing
548,DOS,DIOS EXPLORATION INC,0.115,15.00%,0.015,815100.0,93737.0,12128000.0,164.33%,67.65,0.00,N/A,Non-Energy Minerals
549,DOSE,RAPID DOSE THERAPEUTICS CORP.,0.130,-13.33%,-0.020,39000.0,5070.0,15536000.0,51.29%,N/A,-0.03,N/A,Health Technology
550,DPM,DUNDEE PRECIOUS METALS INC,8.53,-2.18%,-0.19,232034.0,1979000.0,1614000000.0,26.23%,13.97,0.62,2131.0,Non-Energy Minerals
551,DPRO,DRAGANFLY INC.,1.330,0.00%,0.000,2484.0,3304.0,45580000.0,4.01%,N/A,-0.84,N/A,Consumer Durables
552,DR,MEDICAL FACILITIES CORPORATION,9.37,-1.06%,-0.10,86175.0,807460.0,248111000.0,-14.84%,43.36,0.34,N/A,Health Services
553,DRDR,MCI ONEHEALTH TECHNOLOGIES INC,0.280,0.00%,0.000,N/A,N/A,25164000.0,-79.12%,N/A,-0.48,N/A,Health Services
554,DRM,DREAM UNLIMITED CORP,19.92,-4.78%,-1.00,122580.0,2442000.0,895413000.0,-35.98%,5.65,3.68,N/A,Finance
555,DRT,DIRTT ENVIRONMENTAL SOLUTIONS LTD,0.58,-1.69%,-0.01,67561.0,39185.0,61623000.0,-28.44%,N/A,-0.31,N/A,Technology Services
556,DRUG,BRIGHT MINDS BIOSCIENCES INC.,4.020,-26.24%,-1.430,17875.0,71858.0,18988000.0,21.17%,N/A,-3.31,N/A,Health Technology
557,DRX,ADF GROUP INC,3.95,-3.66%,-0.15,85402.0,337338.0,133824999.99999999,182.80%,8.03,0.49,N/A,Industrial Services
558,DSG,DESCARTES SYSTEMS GROUP INC,98.01,-0.52%,-0.51,69527.0,6814000.0,8382000000.0,7.37%,58.68,1.70,N/A,Technology Services
559,DSLV,DENARIUS METALS CORP,0.430,-2.27%,-0.010,93840.0,40351.0,26551000.0,-21.99%,N/A,,N/A,Non-Energy Minerals
560,DSM,DEEP-SOUTH RESOURCES INC,0.065,8.33%,0.005,2000.0,N/A,10162000.0,73.62%,N/A,-0.06,N/A,Non-Energy Minerals
561,DST,DUNDEE SUSTAINABLE TECHNOLOGIES INC.,0.090,12.50%,0.010,12000.0,1080.0,5136000.0,-51.52%,N/A,-0.06,N/A,Non-Energy Minerals
562,DSV,DISCOVERY SILVER CORP,0.78,1.30%,0.01,100640.0,78499.0,271310000.0,-32.36%,N/A,-0.09,N/A,Non-Energy Minerals
563,DTC,DEFENCE THERAPEUTICS INC,2.940,5.00%,0.140,14350.0,42189.0,115030000.0,58.54%,N/A,-0.19,N/A,Health Technology
564,DTEA,DAVIDSTEA INC,0.51,0.00%,0.00,N/A,N/A,13394000.0,-73.81%,N/A,-0.57,N/A,Consumer Non-Durables
565,DTOL,D2L INC,8.37,-1.36%,-0.12,N/A,3222.0,452243000.0,19.01%,N/A,-0.31,N/A,Technology Services
566,DTWO,D2 LITHIUM CORP,0.145,3.57%,0.005,10500.0,1523.0,5072000.0,-77.42%,N/A,,N/A,Non-Energy Minerals
567,DV,DOLLY VARDEN SILVER CORP,0.72,0.00%,0.00,43473.0,31301.0,183353000.0,32.51%,N/A,-0.08,N/A,Non-Energy Minerals
568,DVG,DIVERGENT ENERGY SVCS CORP,0.055,0.00%,0.000,10000.0,N/A,1815000.0,-42.11%,1.99,0.03,N/A,Industrial Services
569,DVN,DANAVATION TECHNOLOGIES CORP.,0.070,-12.50%,-0.010,15800.0,1106.0,9534000.0,N/A,N/A,-0.05,N/A,Electronic Technology
570,DWS,DIAMOND ESTATES WINE & SPIRITS INC,0.465,-7.00%,-0.035,2500.0,1163.0,13938000.0,-48.45%,N/A,-0.31,N/A,Consumer Non-Durables
571,DXT,DEXTERRA GROUP INC,5.91,0.34%,0.02,33124.0,195763.0,384273000.0,-0.27%,54.17,0.11,8949.0,Consumer Durables
572,DYA,DYNACERT INC,0.200,0.00%,0.000,38848.0,7770.0,76364000.0,81.98%,N/A,-0.03,N/A,Producer Manufacturing
573,DYG,DYNASTY GOLD CORPORATION,0.270,-6.90%,-0.020,123000.0,33210.0,17710000.0,439.40%,N/A,-0.01,N/A,Non-Energy Minerals
574,E,ENTERPRISE GROUP INC,0.460,2.22%,0.010,23500.0,10810.0,22363000.0,16.10%,7.04,0.07,N/A,Finance
575,EAC,EARTH ALIVE CLEAN TECHNOLOGIES INC,0.020,0.00%,0.000,N/A,N/A,10367000.0,-29.78%,N/A,-0.01,N/A,Health Technology
576,EAGR,EAST SIDE GAMES GROUP INC,0.49,-3.92%,-0.02,72550.0,35550.0,41584000.0,-71.51%,4.34,0.11,N/A,Technology Services
577,EATS,EAT & BEYOND GLOBAL HOLDINGS INC,0.050,-37.50%,-0.030,14569.0,N/A,1365000.0,-75.68%,N/A,,N/A,Finance
578,EBR,EAGLE BAY RESOURCES CORP.,0.035,-22.22%,-0.010,2000.0,N/A,2378000.0,N/A,N/A,,N/A,Non-Energy Minerals
579,ECM,ECOLOMONDO CORPORATION,0.400,0.00%,0.000,N/A,N/A,74617000.0,-17.07%,N/A,-0.01,N/A,Industrial Services
580,ECN,ECN CAPITAL CORP,2.68,-4.96%,-0.14,1574000.0,4218000.0,693100000.0,-58.10%,N/A,-0.08,N/A,Finance
581,ECO,ECOSYNTHETIX INC,3.82,0.53%,0.02,17210.0,65742.0,223175000.0,-22.75%,N/A,-0.07,N/A,Process Industries
582,ECOM,EMERGE COMMERCE LTD,0.045,0.00%,0.000,106000.0,4770.0,4803000.0,-76.87%,N/A,-0.16,N/A,Retail Trade
583,ECR,CARTIER RESOURCES INC,0.090,-5.26%,-0.005,51800.0,4662.0,29908000.0,-4.94%,N/A,-0.00,N/A,Non-Energy Minerals
584,ECU,ELEMENT 29 RESOURCES INC,0.180,0.00%,0.000,39000.0,7020.0,14636000.0,-31.05%,N/A,-0.07,N/A,Non-Energy Minerals
585,EDDY,EDISON LITHIUM CORP,0.160,0.00%,0.000,5520.0,N/A,2304000.0,-66.67%,N/A,-0.04,N/A,Non-Energy Minerals
586,EDG,ENDURANCE GOLD CORPORATION,0.240,0.00%,0.000,11000.0,2640.0,34891000.0,-45.79%,N/A,-0.02,N/A,Non-Energy Minerals
587,EDR,ENDEAVOUR SILVER CORP,4.06,0.50%,0.02,187979.0,763195.0,773681000.0,-8.69%,48.05,0.09,1295.0,Non-Energy Minerals
588,EDT,SPECTRAL MEDICAL INC,0.310,-4.62%,-0.015,73800.0,22878.0,90528000.0,-37.42%,N/A,,N/A,Health Technology
589,EDV,ENDEAVOUR MINING PLC,29.29,0.55%,0.16,352075.0,10312000.0,7165000000.0,5.21%,N/A,-0.75,14140.0,Non-Energy Minerals
590,EFF,1844 RESOURCES INC,0.035,0.00%,0.000,42000.0,1470.0,2789000.0,-13.55%,N/A,-0.01,N/A,Non-Energy Minerals
591,EFN,ELEMENT FLEET MANAGEMENT CORP,20.96,-3.63%,-0.79,1327000.0,27811000.0,8534000000.000001,42.72%,20.62,1.04,2500.0,Finance
592,EFX,ENERFLEX LTD,10.69,-0.93%,-0.10,491836.0,5258000.0,1335000000.0,166.80%,N/A,-0.79,4600.0,Producer Manufacturing
593,EGLX,ENTHUSIAST GAMING HOLDINGS INC,0.71,4.41%,0.03,26573.0,18867.0,103202000.0,-70.65%,N/A,-0.50,N/A,Technology Services
594,EGM,ENGOLD MINES LTD,0.030,0.00%,0.000,1400.0,N/A,1227000.0,-73.98%,N/A,-0.03,N/A,Non-Energy Minerals
595,EGT,EGUANA TECHNOLOGIES INC,0.120,0.00%,0.000,9500.0,1140.0,50889000.0,-56.97%,N/A,-0.04,N/A,Producer Manufacturing
596,EIF,EXCHANGE INCOME CORPORATION,49.68,-0.62%,-0.31,68215.0,3389000.0,2324000000.0,24.33%,19.16,2.76,N/A,Transportation
597,ELBM,ELECTRA BATTERY MATERIALS CORP,1.16,-22.67%,-0.34,2258000.0,2619000.0,53332000.0,-69.74%,N/A,-0.30,N/A,Producer Manufacturing
598,ELC,ELYSEE DEVELOPMENT CORP,0.420,0.00%,0.000,3140.0,1319.0,11949000.0,-32.13%,N/A,-0.09,N/A,Finance
599,ELD,ELDORADO GOLD CORP,12.20,-0.73%,-0.09,190982.0,2330000.0,2493000000.0,63.62%,N/A,-0.48,4751.0,Non-Energy Minerals
600,ELE,ELEMENTAL ALTUS ROYALTIES CORP,1.18,0.00%,0.00,10700.0,12626.0,215331000.0,165.49%,N/A,-0.18,N/A,Non-Energy Minerals
601,ELEC,ELECTRIC ROYALTIES LTD,0.315,-1.56%,-0.005,1800.0,N/A,29312000.0,17.29%,N/A,-0.02,N/A,Finance
602,ELEF,SILVER ELEPHANT MINING CORP,0.300,20.00%,0.050,36787.0,11036.0,8050000.000000001,-52.75%,N/A,,N/A,Non-Energy Minerals
603,ELEM,ELEMENT79 GOLD CORP.,0.035,0.00%,0.000,112300.0,3931.0,3759000.0,-65.61%,N/A,-0.10,N/A,Non-Energy Minerals
604,ELF,E L FINANCIAL CORP LTD,910.01,-2.36%,-21.99,N/A,149242.0,3267000000.0,10.39%,10.25,101.11,N/A,Finance
605,ELMT,ELEMENT NUTRITIONAL SCIENCES INC.,0.185,-2.63%,-0.005,212300.0,39276.0,21368000.0,N/A,N/A,-0.09,N/A,Health Technology
606,ELO,ELORO RESOURCES LTD,3.13,-0.63%,-0.02,75200.0,235376.0,234936000.0,-16.97%,N/A,-0.12,N/A,Non-Energy Minerals
607,ELR,EASTERN PLATINUM LTD,0.070,-6.67%,-0.005,35200.0,2464.0,10337000.0,-71.15%,N/A,,N/A,Non-Energy Minerals
608,ELVA,ELECTROVAYA INC,5.30,-2.21%,-0.12,21950.0,116335.0,178711000.0,24.22%,N/A,-0.25,N/A,Producer Manufacturing
609,ELVT,ELEVATION GOLD MINING CORP,0.105,0.00%,0.000,256680.0,26951.0,11610000.0,-39.90%,N/A,-0.54,N/A,Non-Energy Minerals
610,EMA,EMERA INC,51.93,1.51%,0.77,730946.0,37958000.0,13900000000.0,-14.30%,12.25,4.24,7122.0,Utilities
611,EMIN,SPARK ENERGY MINERALS INC.,0.210,-27.59%,-0.080,67628.0,14202.0,4150000.0000000005,251.89%,N/A,-0.35,N/A,Non-Energy Minerals
612,EML,ELECTRIC METALS USA LIMITED,0.270,-3.57%,-0.010,171500.0,46305.0,25108000.0,82.29%,N/A,-0.04,N/A,Non-Energy Minerals
613,EMM,GIYANI METALS CORP,0.220,10.00%,0.020,141208.0,31066.0,43769000.0,-27.47%,N/A,-0.02,N/A,Non-Energy Minerals
614,EMN,EURO MANGANESE INC,0.165,-2.94%,-0.005,18000.0,2970.0,68454000.0,-55.09%,N/A,-0.03,N/A,Non-Energy Minerals
615,EMO,EMERITA RESOURCES CORP,0.415,6.41%,0.025,226078.0,93822.0,80855000.0,-58.18%,N/A,-0.09,N/A,Non-Energy Minerals
616,EMP.A,EMPIRE CO,35.97,1.81%,0.64,342819.0,12331000.0,8949000000.0,-10.48%,13.63,2.65,131000.0,Retail Trade
617,EMPR,EMPRESS ROYALTY CORP,0.305,1.67%,0.005,31000.0,9455.0,28150000.0,27.73%,N/A,-0.04,N/A,Finance
618,EMR,EMERGENT METALS CORP,0.105,-4.55%,-0.005,91500.0,9608.0,2989000.0,-41.96%,N/A,-0.10,N/A,Non-Energy Minerals
619,EMX,EMX ROYALTY CORPORATION,2.45,1.24%,0.03,1500.0,3675.0,267807000.00000003,-4.13%,N/A,,N/A,Non-Energy Minerals
620,ENB,ENBRIDGE INC,48.97,1.41%,0.68,3831000.0,187589000.0,97674000000.0,-13.85%,26.19,1.87,11100.0,Industrial Services
621,ENDR,ENDURO METALS CORPORATION,0.080,-11.11%,-0.010,202000.0,16160.0,21690000.0,-48.71%,160.00,0.00,N/A,Non-Energy Minerals
622,ENGH,ENGHOUSE SYSTEMS,28.01,0.25%,0.07,62957.0,1763000.0,1544000000.0,-15.34%,18.32,1.53,1729.0,Technology Services
623,ENRG,NEW ENERGY METALS CORP,0.040,14.29%,0.005,69000.0,2760.0,1199000.0,3.11%,N/A,-0.03,N/A,Non-Energy Minerals
624,ENTG,ENTOURAGE HEALTH CORP,0.020,0.00%,0.000,17086.0,N/A,6168000.0,-63.11%,N/A,-0.40,N/A,Process Industries
625,ENW,ENWAVE CORP,0.270,-5.26%,-0.015,306971.0,82882.0,31493000.0,-56.77%,N/A,-0.08,N/A,Producer Manufacturing
626,EOG,ECO ATLANTIC OIL & GAS LTD,0.280,5.66%,0.015,409908.0,114774.0,97224000.0,-26.99%,N/A,-0.14,N/A,Energy Minerals
627,EOX,EUROMAX RESOURCES LTD,0.085,0.00%,0.000,N/A,N/A,41651000.0,135.70%,N/A,-0.02,N/A,Non-Energy Minerals
628,EPF,EVERYDAY PEOPLE FINANCIAL CORP,0.350,0.00%,0.000,23000.0,8050.000000000001,16070000.0,1617.70%,N/A,-0.03,N/A,Finance
629,EPIC,1CM INC,1.890,1.61%,0.030,46900.0,88641.0,212791000.0,123.17%,N/A,-0.02,N/A,Technology Services
630,EPL,EAGLE PLAINS RESOURCES,0.185,0.00%,0.000,N/A,N/A,20381000.0,23.86%,N/A,-0.01,N/A,Non-Energy Minerals
631,EPO.H,ENCANTO POTASH CORP,0.015,-25.00%,-0.005,17040.0,N/A,1802000.0,-12.74%,N/A,-0.02,N/A,Non-Energy Minerals
632,EPRX,EUPRAXIA PHARMACEUTICALS INC,7.74,7.65%,0.55,99767.0,772197.0,156524000.0,631.66%,N/A,-1.16,N/A,Commercial Services
633,EPW,EMPOWER CLINICS INC,0.035,0.00%,0.000,21923.0,N/A,2920000.0,-83.24%,N/A,-0.05,N/A,Health Services
634,EPY,EPLAY DIGITAL INC.,0.010,0.00%,0.000,43733.0,N/A,989658.0,-60.00%,N/A,-0.01,N/A,Technology Services
635,EQ,EQ INC,0.98,3.16%,0.03,22500.0,22050.0,65995999.99999999,-15.89%,N/A,-0.09,N/A,Technology Services
636,EQB,EQB INC,84.00,-0.71%,-0.60,58812.0,4940000.0,3192000000.0,59.86%,8.98,9.43,1685.0,Finance
637,EQTY,EQUITY METALS CORPORATION,0.110,0.00%,0.000,433695.0,47706.0,14752000.0,68.89%,N/A,-0.02,N/A,Non-Energy Minerals
638,ER,EAGLE ROYALTIES LTD.,0.200,0.00%,0.000,18366.0,3673.0,N/A,N/A,N/A,,N/A,Non-Energy Minerals
639,ERA,ELCORA ADVANCED MATERIALS CORP,0.050,-9.09%,-0.005,117000.0,5850.0,9206000.0,39.62%,N/A,-0.00,N/A,Miscellaneous
640,ERD,ERDENE RESOURCE DEVELOPMENT CORP,0.340,-5.56%,-0.020,99270.0,33752.0,123984000.0,33.68%,N/A,-0.02,N/A,Non-Energy Minerals
641,ERF,ENERPLUS CORPORATION,22.98,0.97%,0.22,499602.0,11481000.0,4870000000.0,17.40%,3.94,5.95,N/A,Energy Minerals
642,ERKA,EUREKA LITHIUM CORP.,0.980,-2.00%,-0.020,48798.0,47822.0,14983000.0,N/A,N/A,,N/A,Non-Energy Minerals
643,ERO,ERO COPPER CORP,28.51,-0.70%,-0.20,200005.0,5702000.0,2676000000.0,121.52%,24.73,1.17,3253.0,Non-Energy Minerals
644,ERTH,EARTHRENEW INC.,0.105,-4.55%,-0.005,N/A,N/A,15607000.0,-7.71%,N/A,-0.05,N/A,Utilities
645,ESAU,ESGOLD CORP.,0.015,-25.00%,-0.005,18000.0,N/A,5118000.0,-65.76%,N/A,-0.01,N/A,Non-Energy Minerals
646,ESE,ESE ENTERTAINMENT INC,0.205,-6.82%,-0.015,368670.0,75577.0,12176000.0,-50.21%,N/A,-0.42,N/A,Consumer Services
647,ESI,ENSIGN ENERGY SERVICES INC,2.95,4.98%,0.14,531041.0,1567000.0,516750000.0,3.85%,12.30,0.24,4772.0,Industrial Services
648,ESK,ESKAY MINING CORP,0.93,-2.11%,-0.02,20214.0,18799.0,174436000.0,-53.68%,N/A,-0.11,N/A,Non-Energy Minerals
649,ESM,EURO SUN MINING INC,0.035,0.00%,0.000,668700.0,23405.0,10442000.0,-50.80%,N/A,-0.04,N/A,Non-Energy Minerals
650,ESN,ESSENTIAL ENERGY SERVICES LTD,0.360,4.35%,0.015,105500.0,37980.0,45536000.0,-10.93%,11.80,0.03,N/A,Energy Minerals
651,ESNR,E79 RESOURCES CORP,0.065,-7.14%,-0.005,22000.0,1430.0,4558000.0,-61.11%,N/A,-0.04,N/A,Non-Energy Minerals
652,ESPN,HISPANIA RESOURCES INC,0.165,3.13%,0.005,1500.0,N/A,4793000.0,101.96%,N/A,-0.01,N/A,Finance
653,ET,EVERTZ TECHNOLOGIES LTD,12.78,-4.27%,-0.57,15611.0,199509.0,1016999999.9999999,-4.06%,15.22,0.84,N/A,Electronic Technology
654,ETG,ENTREE RESOURCES LTD,1.36,2.26%,0.03,38809.0,52780.0,260958000.00000003,70.00%,N/A,-0.06,N/A,Non-Energy Minerals
655,ETHC,ETHER CAPITAL CORPORATION,1.90,5.56%,0.10,13812.0,26243.0,61387000.0,N/A,N/A,-0.96,N/A,Technology Services
656,ETI,ENVIROMETAL TECHNOLOGIES INC.,0.045,0.00%,0.000,37000.0,1665.0,4857000.0,-66.67%,N/A,-0.05,N/A,Process Industries
657,ETL,E3 LITHIUM LTD,3.06,2.86%,0.09,133963.0,409257.0,193374000.0,36.06%,N/A,-0.12,N/A,Process Industries
658,ETU,E2GOLD INC,0.030,-14.29%,-0.005,45001.0,1350.0,4596000.0,-12.50%,N/A,-0.03,N/A,Non-Energy Minerals
659,EU,ENCORE ENERGY CORP,3.28,-0.61%,-0.02,147900.0,485112.0,472644000.0,5.70%,N/A,,N/A,Non-Energy Minerals
660,EUP,EUROPACIFIC METALS INC,0.020,-20.00%,-0.005,489000.0,9780.0,1195000.0,-64.62%,N/A,-0.03,N/A,Non-Energy Minerals
661,EVER,EVERGOLD CORP,0.050,0.00%,0.000,88000.0,4400.0,3744000.0,-47.34%,N/A,-0.02,N/A,Non-Energy Minerals
662,EVGN,EVERGEN INFRASTRUCTURE CORP,2.76,2.22%,0.06,6703.0,18500.0,37382000.0,0.98%,N/A,-0.35,N/A,Commercial Services
663,EVM,EV MINERALS CORPORATION,0.140,3.70%,0.005,1000.0,N/A,9852000.0,N/A,0.29,0.48,N/A,Non-Energy Minerals
664,EVNI,EV NICKEL INC,0.070,0.00%,0.000,1000.0,N/A,3598000.0,N/A,N/A,-0.17,N/A,Non-Energy Minerals
665,EVTG,EV TECHNOLOGY GROUP LTD.,0.030,20.00%,0.005,177817.0,5335.0,3301000.0,N/A,N/A,-0.32,N/A,Finance
666,EW,EAST WEST PETE CORPORATION,0.060,33.33%,0.015,337300.0,20238.0,4030999.9999999995,-52.63%,6.12,0.01,N/A,Energy Minerals
667,EWS,ENVIRONMENTAL WASTE INTERNATIONAL,0.030,0.00%,0.000,2000.0,N/A,7837000.0,-26.52%,N/A,-0.01,N/A,Producer Manufacturing
668,EXE,EXTENDICARE INC CDA,7.35,0.82%,0.06,231818.0,1704000.0,618975000.0,-7.85%,395.16,0.03,N/A,Health Services
669,EXN,EXCELLON RESOURCES INC,0.075,-6.25%,-0.005,155852.0,11689.0,3090000.0,-83.37%,N/A,-0.07,N/A,Non-Energy Minerals
670,EXRO,EXRO TECHNOLOGIES INC,2.17,-1.81%,-0.04,52877.0,114743.0,372667000.0,112.55%,N/A,-0.27,N/A,Producer Manufacturing
671,FANS,FANSUNITE ENTERTAINMENT INC,0.040,0.00%,0.000,41500.0,1660.0,14319000.0,-74.93%,N/A,-0.19,N/A,Retail Trade
672,FAR,FORACO INTERNATIONAL SA,1.80,0.00%,0.00,N/A,N/A,178653000.0,6.19%,4.48,0.41,2789.0,Industrial Services
673,FARM,DEVERON CORP,0.330,1.54%,0.005,38697.0,12770.0,34807000.0,-40.91%,N/A,-0.09,N/A,Technology Services
674,FAT,FOREMOST LITHIUM RESOURCE & TECHNOLOGY LTD.,8.790,-0.11%,-0.010,8418.0,73994.0,35142000.0,23.71%,42.57,0.22,N/A,Non-Energy Minerals
675,FBF,FAB-FORM INDUSTRIES,1.70,0.00%,0.00,N/A,N/A,15597000.0,77.00%,13.49,0.13,N/A,Producer Manufacturing
676,FC,FIRM CAPITAL MORTGAGE INV CORP,10.74,0.47%,0.05,11797.0,126700.0,368661000.0,-12.94%,11.42,0.97,N/A,Finance
677,FCLI,FULL CIRCLE LITHIUM CORP,0.63,0.00%,0.00,5500.0,3465.0,21076000.0,2567.84%,N/A,-0.02,N/A,Producer Manufacturing
